,size,price,date,product,release_date,color,release_price
0,260,"246,000원",21/04/03,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
1,245,"259,000원",21/05/01,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
2,270,"176,000원",21/05/06,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
3,230,"276,000원",21/06/21,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
4,260,"217,000원",21/06/27,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
5,260,"224,000원",21/07/09,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
6,250,"90,000원",21/10/07,(W) Nike Dunk Low Green Strike,21/03/15,MULTI-COLOR/MULTI-COLOR,"$100(약118,600원)"
7,160,"100,000원",21/06/10,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
8,150,"110,000원",21/06/16,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
9,150,"105,000원",21/06/20,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
10,140,"129,000원",21/06/29,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
11,160,"95,000원",21/07/08,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
12,160,"105,000원",21/07/15,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
13,150,"80,000원",21/08/26,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
14,160,"125,000원",21/10/13,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
15,160,"129,000원",21/10/31,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
16,160,"119,000원",21/12/17,(TD) Nike Dunk Low Light Bone Tropical Twist,21/06/11,LIGHTBONE/TROPICALTWIST-BLACK-WHITE,"$50(약59,300원)"
17,240,"240,000원",21/02/27,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
18,240,"220,000원",21/03/08,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
19,285,"138,000원",21/03/12,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
20,285,"150,000원",21/04/15,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
21,260,"242,000원",21/06/01,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
22,240,"199,000원",21/06/07,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
23,275,"200,000원",21/06/10,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
24,260,"158,000원",21/07/13,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
25,240,"190,000원",21/10/17,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
26,245,"190,000원",21/12/13,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
27,240,"250,000원",21/12/20,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
28,285,"147,000원",21/12/26,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
29,285,"151,000원",21/12/26,(W) Nike Dunk Low Disrupt White Metallic Gold,21/01/25,WHITE/WHITE/METALLICGOLD,"$110(약130,500원)"
30,285,"1,490,000원",21/04/03,Nike x Sean Cliver SB Dunk Low Holiday Special (Special Box),20/12/20,ICEBLUE/WHITE-METALLICGOLD-METALLICSILVER,"$110(약130,500원)"
31,270,"1,897,000원",21/04/24,Nike x Sean Cliver SB Dunk Low Holiday Special (Special Box),20/12/20,ICEBLUE/WHITE-METALLICGOLD-METALLICSILVER,"$110(약130,500원)"
32,285,"1,450,000원",21/10/21,Nike x Sean Cliver SB Dunk Low Holiday Special (Special Box),20/12/20,ICEBLUE/WHITE-METALLICGOLD-METALLICSILVER,"$110(약130,500원)"
33,260,"300,000원",21/06/03,Nike x Stingwater SB Dunk Low Magic Mushroom,21/05/10,UNIVERSITYRED/WHITE,"$125(약148,500원)"
34,270,"400,000원",21/06/07,Nike x Stingwater SB Dunk Low Magic Mushroom,21/05/10,UNIVERSITYRED/WHITE,"$125(약148,500원)"
35,260,"400,000원",21/07/30,Nike x Stingwater SB Dunk Low Magic Mushroom,21/05/10,UNIVERSITYRED/WHITE,"$125(약148,500원)"
36,275,"350,000원",21/08/12,Nike x Stingwater SB Dunk Low Magic Mushroom,21/05/10,UNIVERSITYRED/WHITE,"$125(약148,500원)"
37,280,"320,000원",21/12/13,Nike x Stingwater SB Dunk Low Magic Mushroom,21/05/10,UNIVERSITYRED/WHITE,"$125(약148,500원)"
38,285,"200,000원",20/03/29,Nike SB Dunk Low Pro Black Pine Green,19/06/16,BLACK/PINEGREEN-WHITE,"$90(약106,800원)"
39,270,"250,000원",20/04/18,Nike SB Dunk Low Pro Black Pine Green,19/06/16,BLACK/PINEGREEN-WHITE,"$90(약106,800원)"
40,295,"300,000원",20/10/05,Nike SB Dunk Low Pro Black Pine Green,19/06/16,BLACK/PINEGREEN-WHITE,"$90(약106,800원)"
41,245,"189,000원",21/10/05,(W) Nike Dunk Low Pink Oxford,21/08/25,PINKOXFORD/METALLICSILVER,"$100(약118,800원)"
42,235,"195,000원",21/10/18,(W) Nike Dunk Low Pink Oxford,21/08/25,PINKOXFORD/METALLICSILVER,"$100(약118,800원)"
43,235,"185,000원",21/12/13,(W) Nike Dunk Low Pink Oxford,21/08/25,PINKOXFORD/METALLICSILVER,"$100(약118,800원)"
44,235,"202,000원",21/12/17,(W) Nike Dunk Low Pink Oxford,21/08/25,PINKOXFORD/METALLICSILVER,"$100(약118,800원)"
45,285,"250,000원",20/03/30,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
46,260,"420,000원",20/06/10,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
47,280,"479,000원",20/07/07,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
48,260,"500,000원",20/09/08,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
49,275,"520,000원",20/10/29,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
50,270,"600,000원",20/12/11,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
51,270,"586,000원",20/12/26,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
52,270,"650,000원",21/01/24,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
53,270,"700,000원",21/06/17,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
54,275,"715,000원",21/10/21,Nike SB Dunk Low Pro Dark Russet,19/07/07,DARKRUSSET/CEDAR/SUMMITWHITE,"$90(약106,800원)"
55,275,"550,000원",21/09/10,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
56,255,"480,000원",21/09/17,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
57,265,"550,000원",21/09/28,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
58,260,"440,000원",21/10/04,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
59,270,"455,000원",21/10/11,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
60,270,"550,000원",21/10/14,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
61,265,"410,000원",21/10/29,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
62,265,"400,000원",21/10/30,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
63,265,"440,000원",21/11/08,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
64,275,"535,000원",21/11/17,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
65,260,"509,000원",21/11/29,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
66,275,"520,000원",21/11/29,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
67,255,"580,000원",21/11/29,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
68,265,"609,000원",21/12/01,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
69,265,"600,000원",21/12/03,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
70,275,"598,000원",21/12/17,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
71,270,"550,000원",21/12/23,Nike x Off-White Dunk Low The 50 - Lot 48,21/08/10,SAIL/NEUTRALGREY,"¥22,000(약227,600원)"
72,260,"2,450,000원",21/03/03,Nike x Ben & Jerry's SB Dunk Low Chunky Dunky (Special Box),20/05/26,WHITE/LAGOONPULSE/BLACK/UNIVERSITYGOLD,"$100(약118,600원)"
73,260,"2,990,000원",21/03/09,Nike x Ben & Jerry's SB Dunk Low Chunky Dunky (Special Box),20/05/26,WHITE/LAGOONPULSE/BLACK/UNIVERSITYGOLD,"$100(약118,600원)"
74,265,"2,790,000원",21/04/14,Nike x Ben & Jerry's SB Dunk Low Chunky Dunky (Special Box),20/05/26,WHITE/LAGOONPULSE/BLACK/UNIVERSITYGOLD,"$100(약118,600원)"
75,260,"2,500,000원",21/05/21,Nike x Ben & Jerry's SB Dunk Low Chunky Dunky (Special Box),20/05/26,WHITE/LAGOONPULSE/BLACK/UNIVERSITYGOLD,"$100(약118,600원)"
76,265,"500,000원",21/01/07,Nike SB Dunk Low MIA Skate Shop,13/06/22,BRAVEBLUE/METALLICGOLDSTAR-MINERALBLUE,"$98(약116,300원)"
77,280,"590,000원",21/03/25,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
78,275,"500,000원",21/05/09,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
79,265,"520,000원",21/06/14,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
80,260,"519,000원",21/06/20,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
81,265,"600,000원",21/08/29,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
82,265,"600,000원",21/09/17,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
83,260,"437,000원",21/12/27,Nike Dunk SB Low Orange Box,16/10/07,SAFETYORANGE/WHITE-CREAM,"$100(약118,600원)"
84,260,"139,000원",20/10/12,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
85,230,"129,000원",20/10/14,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
86,230,"149,000원",20/10/14,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
87,250,"119,000원",20/10/15,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
88,240,"105,000원",20/10/22,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
89,250,"100,000원",20/10/22,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
90,255,"121,000원",20/10/24,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
91,250,"104,000원",20/10/25,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
92,230,"115,000원",20/10/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
93,240,"110,000원",20/10/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
94,245,"108,000원",20/10/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
95,235,"111,000원",20/10/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
96,225,"125,000원",20/11/03,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
97,235,"80,000원",20/12/02,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
98,265,"110,000원",20/12/16,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
99,240,"105,000원",20/12/17,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
100,245,"75,000원",20/12/21,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
101,235,"83,000원",20/12/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
102,250,"82,000원",21/01/06,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
103,250,"75,000원",21/01/07,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
104,235,"90,000원",21/01/18,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
105,235,"86,000원",21/01/20,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
106,220,"80,000원",21/01/25,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
107,240,"82,000원",21/02/03,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
108,245,"100,000원",21/02/08,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
109,230,"85,000원",21/03/02,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
110,255,"100,000원",21/03/08,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
111,240,"91,000원",21/03/09,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
112,235,"93,000원",21/03/09,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
113,235,"100,000원",21/05/03,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
114,245,"85,000원",21/05/20,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
115,245,"119,000원",21/06/23,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
116,240,"88,000원",21/07/07,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
117,240,"88,000원",21/07/17,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
118,220,"139,000원",21/07/20,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
119,235,"90,000원",21/09/20,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
120,250,"97,000원",21/11/18,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
121,265,"119,000원",21/11/29,(W) Nike Dunk Low Disrupt University Red,20/10/14,UNIVERSITYRED,"119,000원"
122,260,"1,140,000원",21/06/25,Nike x Concepts SB Dunk Low Green Lobster (Special Box),18/12/15,GREENSTONE/LEGIONGREEN-FIR,"$100(약118,600원)"
123,265,"1,500,000원",21/12/21,Nike x Concepts SB Dunk Low Green Lobster (Special Box),18/12/15,GREENSTONE/LEGIONGREEN-FIR,"$100(약118,600원)"
124,240(US6),"700,000원",21/08/25,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
125,230,"800,000원",21/09/01,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
126,260,"680,000원",21/09/04,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
127,265,"700,000원",21/09/08,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
128,275,"730,000원",21/09/09,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
129,250,"590,000원",21/09/10,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
130,250,"590,000원",21/09/10,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
131,260,"720,000원",21/09/16,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
132,265,"800,000원",21/10/05,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
133,255,"700,000원",21/11/11,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
134,270,"650,000원",21/11/29,Nike x Off-White Dunk Low The 50 - Lot 38,21/08/09,SAIL/NEUTRALGREY,"¥1,299(약242,300원)"
135,265,"359,000원",20/05/06,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
136,265,"400,000원",20/06/19,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
137,280,"300,000원",20/06/28,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
138,265,"470,000원",20/07/07,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
139,265,"500,000원",20/07/17,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
140,275,"455,000원",20/08/26,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
141,275,"469,000원",20/12/18,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
142,275,"409,000원",21/01/04,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
143,265,"500,000원",21/02/14,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
144,265,"400,000원",21/07/20,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
145,270,"400,000원",21/07/23,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
146,265,"400,000원",21/08/12,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
147,270,"400,000원",21/08/13,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
148,270,"458,000원",21/08/14,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
149,265,"402,000원",21/08/23,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
150,270,"401,000원",21/08/30,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
151,255,"400,000원",21/09/11,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
152,265,"509,000원",21/09/19,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
153,265,"555,000원",21/09/19,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
154,275,"699,000원",21/09/25,Nike Dunk SB Low De La Soul 2015,15/05/17,SAFARI/BAROQUEBROWN-ALTITUDEGREEN,"$135(약160,200원)"
155,260,"250,000원",20/06/27,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
156,260,"250,000원",20/07/15,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
157,260,"280,000원",20/09/08,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
158,270,"350,000원",20/11/06,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
159,260,"299,000원",21/03/08,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
160,260,"320,000원",21/03/19,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
161,275,"420,000원",21/03/20,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
162,265,"319,000원",21/04/23,Nike SB Dunk Low Premium SB Primitive 112,13/11/30,METALLICSILVER/BLACK-VOLT,"$98(약116,300원)"
163,265,"2,600,000원",20/05/28,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
164,255,"2,800,000원",20/06/07,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
165,290,"2,700,000원",20/10/15,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
166,285,"2,300,000원",20/12/29,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
167,285,"2,800,000원",21/02/21,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
168,285,"2,700,000원",21/03/12,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
169,265,"3,000,000원",21/04/15,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
170,265,"3,150,000원",21/07/13,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
171,265,"2,800,000원",21/07/23,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
172,265,"3,200,000원",21/08/21,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
173,285,"2,800,000원",21/10/04,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
174,265,"3,100,000원",21/11/13,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
175,290,"3,154,000원",21/11/16,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
176,290,"3,155,000원",21/11/17,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
177,270,"3,200,000원",21/11/26,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
178,270,"3,300,000원",21/12/06,Nike x Travis Scott SB Dunk Low (Special Box),20/02/22,BLACK/BLACK-PARACHUTEBEIGE-PETRABROWN,"$150(약178,300원)"
179,270,"430,000원",21/04/30,Nike x Verdy SB Dunk Low Pro Wasted Youth (Regular Box),21/04/06,BLACK/UNIVERSITYRED-WHITE-BLACK,"$110(약130,700원)"
180,275,"300,000원",21/05/04,Nike x Verdy SB Dunk Low Pro Wasted Youth (Regular Box),21/04/06,BLACK/UNIVERSITYRED-WHITE-BLACK,"$110(약130,700원)"
