,size,price,date,product,release_date,color,release_price,number,transactions,wish,review
1577,210,94000,2021-04-17,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1578,220,184000,2021-04-17,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1579,190,94000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1580,220,184000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1581,210,92000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1582,190,94000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1583,190,95000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1584,170,97000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1585,210,89000,2021-04-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1586,210,94000,2021-04-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1587,190,99000,2021-04-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1588,210,94000,2021-04-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1589,215,130000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1590,210,88000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1591,200,81000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1592,170,96000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1593,205,93000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1594,190,123000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1595,180,89000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1596,180,90000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1597,180,99000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1598,205,90000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1599,220,180000,2021-04-20,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1600,210,99000,2021-04-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1601,180,100000,2021-04-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1602,205,95000,2021-04-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1603,215,135000,2021-04-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1604,190,122000,2021-04-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1605,210,99000,2021-04-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1606,170,90000,2021-04-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1607,220,184000,2021-04-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1608,180,102000,2021-04-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1609,180,103000,2021-04-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1610,220,181000,2021-04-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1611,220,180000,2021-04-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1612,200,87000,2021-04-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1613,170,90000,2021-04-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1614,210,99000,2021-04-24,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1615,200,85000,2021-04-25,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1616,170,95000,2021-04-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1617,200,95000,2021-04-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1618,190,100000,2021-04-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1619,170,90000,2021-04-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1620,200,98000,2021-04-27,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1621,180,101000,2021-04-27,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1622,170,96000,2021-04-27,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1623,210,98000,2021-04-27,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1624,180,90000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1625,200,99000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1626,190,100000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1627,180,100000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1628,220,175000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1629,220,175000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1630,180,100000,2021-04-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1631,205,90000,2021-04-29,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1632,195,130000,2021-04-29,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1633,210,97000,2021-04-29,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1634,220,173000,2021-04-29,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1635,200,90000,2021-04-30,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1636,190,105000,2021-04-30,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1637,215,125000,2021-04-30,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1638,210,97000,2021-04-30,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1639,190,100000,2021-04-30,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1640,200,100000,2021-05-01,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1641,190,110000,2021-05-01,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1642,205,90000,2021-05-01,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1643,170,105000,2021-05-02,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1644,200,90000,2021-05-02,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1645,210,98000,2021-05-02,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1646,190,110000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1647,190,111000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1648,190,112000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1649,170,89000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1650,220,168000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1651,170,107000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1652,220,168000,2021-05-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1653,220,171000,2021-05-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1654,220,172000,2021-05-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1655,180,98000,2021-05-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1656,205,90000,2021-05-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1657,170,110000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1658,180,89000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1659,210,90000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1660,190,109000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1661,215,135000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1662,220,172000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1663,180,95000,2021-05-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1664,180,88000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1665,210,93000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1666,170,110000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1667,205,93000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1668,205,94000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1669,205,83000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1670,220,170000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1671,210,89000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1672,210,80000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1673,220,160000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1674,210,94000,2021-05-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1675,210,95000,2021-05-07,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1676,190,100000,2021-05-07,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1677,220,165000,2021-05-07,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1678,170,115000,2021-05-07,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1679,170,120000,2021-05-08,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1680,215,148000,2021-05-08,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1681,190,105000,2021-05-08,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1682,190,109000,2021-05-08,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1683,220,162000,2021-05-09,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1684,220,160000,2021-05-09,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1685,180,92000,2021-05-09,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1686,180,93000,2021-05-09,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1687,200,95000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1688,215,148000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1689,170,138000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1690,180,95000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1691,190,112000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1692,200,96000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1693,200,86000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1694,210,97000,2021-05-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1695,180,96000,2021-05-11,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1696,200,96000,2021-05-12,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1697,220,168000,2021-05-12,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1698,190,103000,2021-05-13,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1699,185,130000,2021-05-13,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1700,180,95000,2021-05-15,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1701,210,97000,2021-05-15,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1702,220,169000,2021-05-16,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1703,205,94000,2021-05-17,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1704,220,169000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1705,220,160000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1706,220,126000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1707,210,98000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1708,180,95000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1709,180,97000,2021-05-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1710,220,168000,2021-05-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1711,210,90000,2021-05-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1712,220,167000,2021-05-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1713,200,93000,2021-05-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1714,180,98000,2021-05-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1715,220,166000,2021-05-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1716,190,112000,2021-05-22,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1717,220,166000,2021-05-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1718,180,99000,2021-05-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1719,180,99000,2021-05-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1720,170,118000,2021-05-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1721,180,103000,2021-05-23,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1722,205,92000,2021-05-24,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1723,200,90000,2021-05-25,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1724,220,168000,2021-05-25,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1725,190,111000,2021-05-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1726,210,93000,2021-05-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1727,210,99000,2021-05-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1728,200,92000,2021-05-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1729,205,88000,2021-05-26,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1730,190,109000,2021-05-27,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1731,200,90000,2021-05-28,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1732,190,108000,2021-05-29,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1733,200,97000,2021-05-31,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1734,180,130000,2021-05-31,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1735,205,88000,2021-06-01,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1736,190,115000,2021-06-01,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1737,210,99000,2021-06-02,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1738,180,135000,2021-06-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1739,220,170000,2021-06-03,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1740,205,85000,2021-06-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1741,205,95000,2021-06-04,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1742,220,189000,2021-06-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1743,180,159000,2021-06-05,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1744,210,100000,2021-06-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1745,220,189000,2021-06-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1746,190,108000,2021-06-06,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1747,220,190000,2021-06-07,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1748,170,123000,2021-06-08,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1749,200,98000,2021-06-09,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1750,220,180000,2021-06-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1751,200,99000,2021-06-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1752,170,123000,2021-06-10,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1753,200,98000,2021-06-13,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1754,170,124000,2021-06-14,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1755,215,144000,2021-06-14,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1756,200,99000,2021-06-15,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1757,215,129000,2021-06-15,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1758,210,104000,2021-06-15,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1759,180,139000,2021-06-16,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1760,210,105000,2021-06-17,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1761,220,183000,2021-06-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1762,205,99000,2021-06-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1763,220,183000,2021-06-18,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1764,220,184000,2021-06-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1765,215,110000,2021-06-19,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1766,220,184000,2021-06-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
1767,200,100000,2021-06-21,(PS) Nike Dunk Low Orange Pearl,2021-03-09,SAIL/ORANGEPEARL,"79,000원",29013,748,813,37
